age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income,age_binned,conditioned_on,capital-gain_binned,hours-per-week_binned,education-num_binned,capital-loss_binned
39,Private,346189,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,-16,1,40,Jamaica,<=50K,"(38.0, 39.0]","age_binned=(38.0, 39.0]",,,,
39,Private,267446,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,7,1,68,United-States,<=50K,"(38.0, 39.0]","age_binned=(38.0, 39.0]",,,,
39,Private,249489,10th,9,Married-civ-spouse,Craft-repair,Husband,White,Male,7,1,40,United-States,>50K,"(38.0, 39.0]","age_binned=(38.0, 39.0]",,,,
39,Private,47828,Bachelors,9,Never-married,Exec-managerial,Unmarried,White,Female,-1,1,40,United-States,<=50K,"(38.0, 39.0]","age_binned=(38.0, 39.0]",,,,
39,Private,165743,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,3356,0,35,United-States,<=50K,"(38.0, 39.0]","age_binned=(38.0, 39.0]",,,,
39,Private,281204,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,Other,Male,2,0,40,?,<=50K,"(38.0, 39.0]","age_binned=(38.0, 39.0]",,,,
39,Private,161092,Prof-school,6,Never-married,Prof-specialty,Husband,White,Male,8,0,44,United-States,<=50K,"(38.0, 39.0]","age_binned=(38.0, 39.0]",,,,
39,Private,158092,Bachelors,13,Married-civ-spouse,Exec-managerial,Not-in-family,Other,Male,-14,1,40,United-States,<=50K,"(38.0, 39.0]","age_binned=(38.0, 39.0]",,,,
39,Private,257725,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,-2,1,40,United-States,<=50K,"(38.0, 39.0]","age_binned=(38.0, 39.0]",,,,
39,Private,245160,Bachelors,13,Married-spouse-absent,Sales,Unmarried,Black,Female,-24,0,40,United-States,<=50K,"(38.0, 39.0]","age_binned=(38.0, 39.0]",,,,
39,Private,177342,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,-20,1,56,United-States,<=50K,"(38.0, 39.0]","age_binned=(38.0, 39.0]",,,,
39,Private,224525,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,-2,1,40,United-States,>50K,"(38.0, 39.0]","age_binned=(38.0, 39.0]",,,,
39,Private,160071,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,-43,1,36,Philippines,>50K,"(38.0, 39.0]","age_binned=(38.0, 39.0]",,,,
39,Private,189349,HS-grad,9,Separated,Other-service,Unmarried,White,Female,25,0,40,United-States,<=50K,"(38.0, 39.0]","age_binned=(38.0, 39.0]",,,,
39,Private,139307,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,3,0,29,Poland,<=50K,"(38.0, 39.0]","age_binned=(38.0, 39.0]",,,,
39,Private,148558,11th,8,Never-married,Other-service,Unmarried,White,Female,17,0,40,?,<=50K,"(38.0, 39.0]","age_binned=(38.0, 39.0]",,,,
39,Local-gov,222428,Assoc-acdm,12,Divorced,Tech-support,Not-in-family,White,Male,-28,1,40,United-States,<=50K,"(38.0, 39.0]","age_binned=(38.0, 39.0]",,,,
39,Private,178020,12th,7,Married-civ-spouse,Machine-op-inspct,Husband,Amer-Indian-Eskimo,Male,-18,1,40,South,<=50K,"(38.0, 39.0]","age_binned=(38.0, 39.0]",,,,
39,Self-emp-not-inc,145033,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,18,0,40,United-States,<=50K,"(38.0, 39.0]","age_binned=(38.0, 39.0]",,,,
39,Private,269863,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Female,4,0,40,United-States,>50K,"(38.0, 39.0]","age_binned=(38.0, 39.0]",,,,
39,Private,291845,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,7,1,44,United-States,<=50K,"(38.0, 39.0]","age_binned=(38.0, 39.0]",,,,
39,Federal-gov,218143,HS-grad,9,Never-married,Adm-clerical,Own-child,Black,Male,7,0,35,United-States,<=50K,"(38.0, 39.0]","age_binned=(38.0, 39.0]",,,,
39,Private,259557,HS-grad,9,Never-married,Priv-house-serv,Not-in-family,White,Female,19,1,35,Mexico,<=50K,"(38.0, 39.0]","age_binned=(38.0, 39.0]",,,,
39,Private,334986,Some-college,10,Divorced,Tech-support,Not-in-family,White,Male,2,1,40,United-States,<=50K,"(38.0, 39.0]","age_binned=(38.0, 39.0]",,,,
39,Private,130823,11th,4,Married-civ-spouse,Other-service,Wife,Asian-Pac-Islander,Female,-16,0,40,Columbia,<=50K,"(38.0, 39.0]","age_binned=(38.0, 39.0]",,,,
39,Private,244531,Some-college,10,Never-married,Other-service,Unmarried,Black,Female,-3,1,11,United-States,<=50K,"(38.0, 39.0]","age_binned=(38.0, 39.0]",,,,
39,Private,286508,5th-6th,2,Married-civ-spouse,Craft-repair,Not-in-family,White,Male,-15,1,35,Mexico,<=50K,"(38.0, 39.0]","age_binned=(38.0, 39.0]",,,,
39,Private,52628,HS-grad,9,Never-married,Tech-support,Not-in-family,White,Male,-24,1,49,United-States,<=50K,"(38.0, 39.0]","age_binned=(38.0, 39.0]",,,,
39,Private,125541,11th,6,Separated,Other-service,Unmarried,Black,Female,3,1,40,United-States,<=50K,"(38.0, 39.0]","age_binned=(38.0, 39.0]",,,,
39,Private,168544,Assoc-acdm,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,17,1,12,?,<=50K,"(38.0, 39.0]","age_binned=(38.0, 39.0]",,,,
39,Private,185614,Some-college,9,Never-married,Exec-managerial,Other-relative,White,Female,-16,2,50,England,<=50K,"(38.0, 39.0]","age_binned=(38.0, 39.0]",,,,
39,?,141474,HS-grad,9,Never-married,?,Wife,White,Female,7,1,40,United-States,<=50K,"(38.0, 39.0]","age_binned=(38.0, 39.0]",,,,
39,Private,60709,Assoc-voc,11,Widowed,Exec-managerial,Not-in-family,White,Female,-7,0,44,United-States,<=50K,"(38.0, 39.0]","age_binned=(38.0, 39.0]",,,,
39,Private,181969,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,34,1,35,Ireland,>50K,"(38.0, 39.0]","age_binned=(38.0, 39.0]",,,,
39,Private,273352,Bachelors,13,Never-married,Tech-support,Not-in-family,Other,Female,-8,0,40,?,<=50K,"(38.0, 39.0]","age_binned=(38.0, 39.0]",,,,
39,Self-emp-not-inc,234600,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,-9,0,40,United-States,<=50K,"(38.0, 39.0]","age_binned=(38.0, 39.0]",,,,
39,State-gov,226787,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,6,1,40,United-States,>50K,"(38.0, 39.0]","age_binned=(38.0, 39.0]",,,,
39,?,51255,9th,10,Married-spouse-absent,?,Own-child,White,Male,-1,0,36,Iran,<=50K,"(38.0, 39.0]","age_binned=(38.0, 39.0]",,,,
39,Private,161711,HS-grad,9,Married-AF-spouse,Machine-op-inspct,Unmarried,White,Female,10,1,40,Puerto-Rico,<=50K,"(38.0, 39.0]","age_binned=(38.0, 39.0]",,,,
39,Private,259067,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,6,0,40,United-States,<=50K,"(38.0, 39.0]","age_binned=(38.0, 39.0]",,,,
39,State-gov,305527,Doctorate,16,Married-civ-spouse,Prof-specialty,Wife,Asian-Pac-Islander,Female,1,1,36,China,<=50K,"(38.0, 39.0]","age_binned=(38.0, 39.0]",,,,
39,Private,206727,Some-college,10,Separated,Craft-repair,Not-in-family,White,Male,3018,0,49,Cuba,<=50K,"(38.0, 39.0]","age_binned=(38.0, 39.0]",,,,
39,Private,349045,HS-grad,9,Divorced,Exec-managerial,Unmarried,White,Female,-35,1,40,United-States,<=50K,"(38.0, 39.0]","age_binned=(38.0, 39.0]",,,,
39,Private,266738,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,24,1,43,United-States,<=50K,"(38.0, 39.0]","age_binned=(38.0, 39.0]",,,,
39,Private,191556,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Female,-24,2,40,Trinadad&Tobago,<=50K,"(38.0, 39.0]","age_binned=(38.0, 39.0]",,,,
39,Federal-gov,210700,Some-college,10,Married-civ-spouse,Exec-managerial,Unmarried,Black,Male,17,0,34,United-States,<=50K,"(38.0, 39.0]","age_binned=(38.0, 39.0]",,,,
39,State-gov,95210,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,18,2,50,United-States,<=50K,"(38.0, 39.0]","age_binned=(38.0, 39.0]",,,,
39,Private,250678,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,Amer-Indian-Eskimo,Female,14935,1,36,Jamaica,>50K,"(38.0, 39.0]","age_binned=(38.0, 39.0]",,,,
39,Private,212616,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,4,1,40,United-States,>50K,"(38.0, 39.0]","age_binned=(38.0, 39.0]",,,,
39,Private,296018,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Female,-9,1,69,United-States,<=50K,"(38.0, 39.0]","age_binned=(38.0, 39.0]",,,,
39,Private,246318,Bachelors,13,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,-6,0,40,Taiwan,<=50K,"(38.0, 39.0]","age_binned=(38.0, 39.0]",,,,
39,Self-emp-inc,179883,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,15509,1,45,India,>50K,"(38.0, 39.0]","age_binned=(38.0, 39.0]",,,,
39,State-gov,107312,Some-college,10,Never-married,Exec-managerial,Not-in-family,Asian-Pac-Islander,Male,-9,1,49,Trinadad&Tobago,<=50K,"(38.0, 39.0]","age_binned=(38.0, 39.0]",,,,
39,Private,151379,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,-29,1,45,United-States,>50K,"(38.0, 39.0]","age_binned=(38.0, 39.0]",,,,
39,Local-gov,234417,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,8,1,40,United-States,<=50K,"(38.0, 39.0]","age_binned=(38.0, 39.0]",,,,
39,Self-emp-not-inc,240670,Bachelors,13,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,12,1,40,United-States,>50K,"(38.0, 39.0]","age_binned=(38.0, 39.0]",,,,
39,Private,132476,Some-college,10,Married-civ-spouse,Sales,Wife,White,Female,3102,1,10,United-States,<=50K,"(38.0, 39.0]","age_binned=(38.0, 39.0]",,,,
39,Private,55558,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,-10,1976,40,United-States,<=50K,"(38.0, 39.0]","age_binned=(38.0, 39.0]",,,,
39,Self-emp-not-inc,429694,HS-grad,9,Never-married,Sales,Unmarried,White,Male,-10,0,14,United-States,<=50K,"(38.0, 39.0]","age_binned=(38.0, 39.0]",,,,
39,Private,350487,Assoc-voc,11,Divorced,Exec-managerial,Not-in-family,White,Male,3293,0,40,United-States,<=50K,"(38.0, 39.0]","age_binned=(38.0, 39.0]",,,,
39,Self-emp-not-inc,235853,HS-grad,9,Never-married,Exec-managerial,Other-relative,White,Male,-17,1,40,Japan,<=50K,"(38.0, 39.0]","age_binned=(38.0, 39.0]",,,,
39,Private,185621,Masters,3,Divorced,Adm-clerical,Unmarried,White,Female,-1,1,40,United-States,<=50K,"(38.0, 39.0]","age_binned=(38.0, 39.0]",,,,
39,Private,365368,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,15066,1,40,United-States,>50K,"(38.0, 39.0]","age_binned=(38.0, 39.0]",,,,
39,Private,240844,HS-grad,9,Never-married,Priv-house-serv,Not-in-family,White,Female,1,0,40,?,<=50K,"(38.0, 39.0]","age_binned=(38.0, 39.0]",,,,
39,Private,97057,9th,5,Never-married,Other-service,Unmarried,White,Female,-5,1,40,United-States,<=50K,"(38.0, 39.0]","age_binned=(38.0, 39.0]",,,,
39,Private,182961,9th,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,-26,2,22,United-States,<=50K,"(38.0, 39.0]","age_binned=(38.0, 39.0]",,,,
39,Self-emp-not-inc,88955,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,-14,0,44,United-States,<=50K,"(38.0, 39.0]","age_binned=(38.0, 39.0]",,,,
39,Private,115463,10th,11,Divorced,Exec-managerial,Unmarried,Amer-Indian-Eskimo,Female,2,0,8,United-States,<=50K,"(38.0, 39.0]","age_binned=(38.0, 39.0]",,,,
39,Private,305788,Prof-school,15,Married-civ-spouse,Farming-fishing,Husband,White,Male,-2,0,50,United-States,<=50K,"(38.0, 39.0]","age_binned=(38.0, 39.0]",,,,
39,Private,299304,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,-5,1,36,United-States,>50K,"(38.0, 39.0]","age_binned=(38.0, 39.0]",,,,
39,Private,266248,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,-24,1,40,United-States,<=50K,"(38.0, 39.0]","age_binned=(38.0, 39.0]",,,,
39,Private,208513,10th,6,Married-spouse-absent,Tech-support,Unmarried,White,Female,-8,0,40,Mexico,<=50K,"(38.0, 39.0]","age_binned=(38.0, 39.0]",,,,
39,Private,291095,10th,6,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,49,Guatemala,<=50K,"(38.0, 39.0]","age_binned=(38.0, 39.0]",,,,
39,Private,196502,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,Male,-17,0,40,United-States,<=50K,"(38.0, 39.0]","age_binned=(38.0, 39.0]",,,,
39,Self-emp-not-inc,44992,HS-grad,9,Separated,Other-service,Not-in-family,White,Female,-20,1,36,Guatemala,<=50K,"(38.0, 39.0]","age_binned=(38.0, 39.0]",,,,
39,Private,233865,10th,7,Never-married,Sales,Own-child,Black,Female,19,1,40,United-States,<=50K,"(38.0, 39.0]","age_binned=(38.0, 39.0]",,,,
39,Private,205979,Doctorate,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,19,1,58,United-States,>50K,"(38.0, 39.0]","age_binned=(38.0, 39.0]",,,,
39,State-gov,236290,Some-college,10,Never-married,Prof-specialty,Unmarried,Black,Female,-8,0,36,?,<=50K,"(38.0, 39.0]","age_binned=(38.0, 39.0]",,,,
39,Private,60258,Bachelors,13,Married-civ-spouse,Transport-moving,Husband,White,Male,3,2,50,United-States,<=50K,"(38.0, 39.0]","age_binned=(38.0, 39.0]",,,,
39,Local-gov,295029,Assoc-voc,11,Separated,Transport-moving,Not-in-family,White,Male,0,1,45,United-States,<=50K,"(38.0, 39.0]","age_binned=(38.0, 39.0]",,,,
39,Self-emp-not-inc,193762,HS-grad,9,Widowed,Sales,Unmarried,White,Female,-6,0,20,United-States,<=50K,"(38.0, 39.0]","age_binned=(38.0, 39.0]",,,,
39,Private,265977,Prof-school,16,Divorced,Prof-specialty,Unmarried,White,Female,0,0,36,Jamaica,<=50K,"(38.0, 39.0]","age_binned=(38.0, 39.0]",,,,
39,Private,126758,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,10,1925,40,Ecuador,<=50K,"(38.0, 39.0]","age_binned=(38.0, 39.0]",,,,
39,Private,214378,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,3286,1,30,United-States,<=50K,"(38.0, 39.0]","age_binned=(38.0, 39.0]",,,,
39,Private,52102,HS-grad,9,Separated,Sales,Unmarried,Black,Male,1,1,40,United-States,<=50K,"(38.0, 39.0]","age_binned=(38.0, 39.0]",,,,
39,Private,60816,11th,7,Never-married,Other-service,Other-relative,White,Female,7,1,50,United-States,<=50K,"(38.0, 39.0]","age_binned=(38.0, 39.0]",,,,
39,State-gov,108953,Assoc-voc,11,Never-married,Adm-clerical,Not-in-family,White,Male,14,0,40,United-States,<=50K,"(38.0, 39.0]","age_binned=(38.0, 39.0]",,,,
39,Private,199273,Assoc-acdm,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,-26,1,62,Jamaica,<=50K,"(38.0, 39.0]","age_binned=(38.0, 39.0]",,,,
39,Private,374032,HS-grad,9,Separated,Sales,Not-in-family,White,Female,-6,1,36,United-States,<=50K,"(38.0, 39.0]","age_binned=(38.0, 39.0]",,,,
39,Private,177226,12th,8,Never-married,Handlers-cleaners,Not-in-family,White,Male,-1,1,40,United-States,<=50K,"(38.0, 39.0]","age_binned=(38.0, 39.0]",,,,
39,Self-emp-not-inc,235692,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,-27,0,30,United-States,<=50K,"(38.0, 39.0]","age_binned=(38.0, 39.0]",,,,
39,Private,364193,12th,8,Never-married,Handlers-cleaners,Other-relative,White,Male,6,0,40,United-States,<=50K,"(38.0, 39.0]","age_binned=(38.0, 39.0]",,,,
39,Self-emp-not-inc,169385,Bachelors,13,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,-13,1,70,India,>50K,"(38.0, 39.0]","age_binned=(38.0, 39.0]",,,,
39,Private,178596,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,7780,1,36,United-States,>50K,"(38.0, 39.0]","age_binned=(38.0, 39.0]",,,,
39,Private,281549,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,15,1,40,United-States,<=50K,"(38.0, 39.0]","age_binned=(38.0, 39.0]",,,,
39,Self-emp-not-inc,46268,9th,6,Widowed,Transport-moving,Not-in-family,Amer-Indian-Eskimo,Female,-12,1,40,United-States,<=50K,"(38.0, 39.0]","age_binned=(38.0, 39.0]",,,,
39,Private,594871,Bachelors,13,Separated,Tech-support,Not-in-family,White,Female,-9,0,50,United-States,<=50K,"(38.0, 39.0]","age_binned=(38.0, 39.0]",,,,
39,Private,192740,Bachelors,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,7588,1,50,United-States,>50K,"(38.0, 39.0]","age_binned=(38.0, 39.0]",,,,
39,Private,48865,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,14276,0,44,United-States,<=50K,"(38.0, 39.0]","age_binned=(38.0, 39.0]",,,,
39,Self-emp-inc,197228,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,-4,1,40,United-States,<=50K,"(38.0, 39.0]","age_binned=(38.0, 39.0]",,,,
39,Local-gov,122079,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,-31,1,37,United-States,<=50K,"(38.0, 39.0]","age_binned=(38.0, 39.0]",,,,
39,Private,158046,Prof-school,3,Married-civ-spouse,Exec-managerial,Husband,Other,Male,-12,1,36,United-States,<=50K,"(38.0, 39.0]","age_binned=(38.0, 39.0]",,,,
39,Private,57408,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Male,-20,1,40,United-States,<=50K,"(38.0, 39.0]","age_binned=(38.0, 39.0]",,,,
39,Local-gov,110888,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,2,1,83,United-States,<=50K,"(38.0, 39.0]","age_binned=(38.0, 39.0]",,,,
39,Private,280521,HS-grad,9,Never-married,Other-service,Other-relative,Black,Female,-1,1,40,Italy,<=50K,"(38.0, 39.0]","age_binned=(38.0, 39.0]",,,,
39,Private,287871,Some-college,10,Separated,Adm-clerical,Unmarried,White,Male,1,1,40,United-States,<=50K,"(38.0, 39.0]","age_binned=(38.0, 39.0]",,,,
39,Private,201705,Bachelors,13,Never-married,Handlers-cleaners,Not-in-family,Black,Male,-7,1,49,United-States,<=50K,"(38.0, 39.0]","age_binned=(38.0, 39.0]",,,,
39,Self-emp-not-inc,22680,Bachelors,13,Never-married,Craft-repair,Unmarried,Amer-Indian-Eskimo,Male,-15,1,40,United-States,<=50K,"(38.0, 39.0]","age_binned=(38.0, 39.0]",,,,
39,Private,154963,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,3,0,55,United-States,>50K,"(38.0, 39.0]","age_binned=(38.0, 39.0]",,,,
39,Private,156445,7th-8th,7,Married-civ-spouse,Transport-moving,Husband,White,Male,-8,1,45,India,<=50K,"(38.0, 39.0]","age_binned=(38.0, 39.0]",,,,
39,Private,314537,Assoc-acdm,13,Never-married,Protective-serv,Not-in-family,White,Female,-19,0,40,United-States,<=50K,"(38.0, 39.0]","age_binned=(38.0, 39.0]",,,,
39,Private,49407,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,3716,0,40,United-States,<=50K,"(38.0, 39.0]","age_binned=(38.0, 39.0]",,,,
39,Private,272957,HS-grad,9,Separated,Exec-managerial,Unmarried,White,Female,-5,1,40,United-States,<=50K,"(38.0, 39.0]","age_binned=(38.0, 39.0]",,,,
39,Self-emp-not-inc,112125,Doctorate,15,Married-civ-spouse,Adm-clerical,Wife,Asian-Pac-Islander,Female,-17,0,40,Japan,>50K,"(38.0, 39.0]","age_binned=(38.0, 39.0]",,,,
39,Private,92625,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,-10,2,49,India,>50K,"(38.0, 39.0]","age_binned=(38.0, 39.0]",,,,
39,Private,275324,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Female,7242,1920,49,United-States,>50K,"(38.0, 39.0]","age_binned=(38.0, 39.0]",,,,
39,Private,388952,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,7509,0,59,United-States,>50K,"(38.0, 39.0]","age_binned=(38.0, 39.0]",,,,
39,Private,238902,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,1,1,40,United-States,>50K,"(38.0, 39.0]","age_binned=(38.0, 39.0]",,,,
39,Self-emp-not-inc,297971,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7460,1,60,United-States,>50K,"(38.0, 39.0]","age_binned=(38.0, 39.0]",,,,
39,Self-emp-not-inc,187808,Some-college,10,Never-married,Protective-serv,Not-in-family,Asian-Pac-Islander,Male,-25,1,36,United-States,<=50K,"(38.0, 39.0]","age_binned=(38.0, 39.0]",,,,
39,Private,165565,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,-13,0,36,United-States,>50K,"(38.0, 39.0]","age_binned=(38.0, 39.0]",,,,
39,Private,119136,Some-college,4,Widowed,Other-service,Unmarried,White,Female,-6,-1,30,United-States,<=50K,"(38.0, 39.0]","age_binned=(38.0, 39.0]",,,,
39,State-gov,43925,Bachelors,13,Never-married,Sales,Own-child,Asian-Pac-Islander,Male,-51,1,40,United-States,<=50K,"(38.0, 39.0]","age_binned=(38.0, 39.0]",,,,
39,Private,276614,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Female,-12,0,21,United-States,<=50K,"(38.0, 39.0]","age_binned=(38.0, 39.0]",,,,
39,Private,239759,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,4,1,50,United-States,<=50K,"(38.0, 39.0]","age_binned=(38.0, 39.0]",,,,
39,Private,131690,HS-grad,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,9,1,49,United-States,<=50K,"(38.0, 39.0]","age_binned=(38.0, 39.0]",,,,
39,Self-emp-not-inc,156285,9th,3,Married-civ-spouse,Machine-op-inspct,Husband,Other,Male,-7,1,40,Philippines,>50K,"(38.0, 39.0]","age_binned=(38.0, 39.0]",,,,
39,Without-pay,243456,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,-21,1,40,United-States,<=50K,"(38.0, 39.0]","age_binned=(38.0, 39.0]",,,,
39,Private,165655,Masters,14,Divorced,Transport-moving,Not-in-family,White,Female,7526,1,50,United-States,<=50K,"(38.0, 39.0]","age_binned=(38.0, 39.0]",,,,
39,Local-gov,240758,HS-grad,9,Never-married,Adm-clerical,Other-relative,White,Male,4,1,40,United-States,<=50K,"(38.0, 39.0]","age_binned=(38.0, 39.0]",,,,
39,Private,185325,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,13,0,57,United-States,<=50K,"(38.0, 39.0]","age_binned=(38.0, 39.0]",,,,
39,Private,174458,Assoc-acdm,13,Never-married,Sales,Not-in-family,White,Male,-3,1,40,United-States,<=50K,"(38.0, 39.0]","age_binned=(38.0, 39.0]",,,,
39,Private,111851,Bachelors,13,Married-spouse-absent,Exec-managerial,Unmarried,Asian-Pac-Islander,Male,-24,1,56,?,<=50K,"(38.0, 39.0]","age_binned=(38.0, 39.0]",,,,
39,Private,142461,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,15,1,44,United-States,>50K,"(38.0, 39.0]","age_binned=(38.0, 39.0]",,,,
50,Private,103314,11th,7,Separated,Machine-op-inspct,Not-in-family,Black,Female,6,0,40,United-States,<=50K,"(49.0, 50.0]","age_binned=(49.0, 50.0]",,,,
50,Self-emp-not-inc,151342,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,4,1,82,United-States,<=50K,"(49.0, 50.0]","age_binned=(49.0, 50.0]",,,,
